sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
sulyman-t-shirt-Women-Peach-XS,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Women-Peach-XS,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-women-peach-xs,Suleyman,Suleyman,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Peach,admire_gender=Women,admire_size=XS,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/ladies-peach.png,,,,,,,,,,
sulyman-t-shirt-Women-Peach-S,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Women-Peach-S,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-women-peach-s,Suleyman,Suleyman,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Peach,admire_gender=Women,admire_size=S,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/ladies-peach.png,,,,,,,,,,
sulyman-t-shirt-Women-Peach-M,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Women-Peach-M,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-women-peach-m,Suleyman,Suleyman,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Peach,admire_gender=Women,admire_size=M,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/ladies-peach.png,,,,,,,,,,
sulyman-t-shirt-Women-Peach-L,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Women-Peach-L,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-women-peach-l,Suleyman,Suleyman,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Peach,admire_gender=Women,admire_size=L,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/ladies-peach.png,,,,,,,,,,
sulyman-t-shirt-Women-Peach-XL,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Women-Peach-XL,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-women-peach-xl,Suleyman,Suleyman,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Peach,admire_gender=Women,admire_size=XL,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/ladies-peach.png,,,,,,,,,,
sulyman-t-shirt-Women-Peach-XXL,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Women-Peach-XXL,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-women-peach-xxl,Suleyman,Suleyman,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,/shirts/ladies-peach.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Peach,admire_gender=Women,admire_size=XXL,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/ladies-peach.png,,,,,,,,,,
sulyman-t-shirt-Children-Natural White-3-4,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Natural White-3-4,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-natural-white-3-4,Suleyman,Suleyman,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Natural White,admire_gender=Children,admire_size=3-4,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/natural-white.png,,,,,,,,,,
sulyman-t-shirt-Children-Natural White-5-6,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Natural White-5-6,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-natural-white-5-6,Suleyman,Suleyman,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Natural White,admire_gender=Children,admire_size=5-6,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/natural-white.png,,,,,,,,,,
sulyman-t-shirt-Children-Natural White-7-8,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Natural White-7-8,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-natural-white-7-8,Suleyman,Suleyman,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Natural White,admire_gender=Children,admire_size=7-8,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/natural-white.png,,,,,,,,,,
sulyman-t-shirt-Children-Natural White-9-10,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Natural White-9-10,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-natural-white-9-10,Suleyman,Suleyman,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Natural White,admire_gender=Children,admire_size=9-10,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/natural-white.png,,,,,,,,,,
sulyman-t-shirt-Children-Natural White-11-12,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Natural White-11-12,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-natural-white-11-12,Suleyman,Suleyman,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Natural White,admire_gender=Children,admire_size=11-12,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/natural-white.png,,,,,,,,,,
sulyman-t-shirt-Children-Dapple Grey-3-4,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Dapple Grey-3-4,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-dapple-grey-3-4,Suleyman,Suleyman,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Dapple Grey,admire_gender=Children,admire_size=3-4,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/dapple-grey.png,,,,,,,,,,
sulyman-t-shirt-Children-Dapple Grey-5-6,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Dapple Grey-5-6,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-dapple-grey-5-6,Suleyman,Suleyman,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Dapple Grey,admire_gender=Children,admire_size=5-6,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/dapple-grey.png,,,,,,,,,,
sulyman-t-shirt-Children-Dapple Grey-7-8,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Dapple Grey-7-8,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-dapple-grey-7-8,Suleyman,Suleyman,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Dapple Grey,admire_gender=Children,admire_size=7-8,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/dapple-grey.png,,,,,,,,,,
sulyman-t-shirt-Children-Dapple Grey-9-10,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Dapple Grey-9-10,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-dapple-grey-9-10,Suleyman,Suleyman,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Dapple Grey,admire_gender=Children,admire_size=9-10,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/dapple-grey.png,,,,,,,,,,
sulyman-t-shirt-Children-Dapple Grey-11-12,,Default,simple,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,sulyman-t-shirt-Children-Dapple Grey-11-12,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,1,1,Taxable Goods,Not Visible Individually,19,,,,sulyman-t-shirt-children-dapple-grey-11-12,Suleyman,Suleyman,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,/shirts/dapple-grey.png,,,,,,Block after Info Column,,,,,,,,,,,,,"admire_color=Dapple Grey,admire_gender=Children,admire_size=11-12,admire_sticker=/artworks/sulyman-t-shirt.png",,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,/shirts/dapple-grey.png,,,,,,,,,,
sulyman-t-shirt,,Default,configurable,"Default Category/History & Politics,Default Category/History,Default Category/politics",base,Suleyman,"<p>Suleiman , or Kanuni Sultan Suleyman also known as Suleiman The Magnificent. He&nbsp;was the tenth and longest-reigning Sultan&nbsp;of the Ottoman Empire, from 1520 to his death in 1566.</p>
<p>Known for his long reign, changes he made to Law, education &amp; taxation and his numerous conquests across Europe.</p>",,,1,Taxable Goods,"Catalog, Search",,,,,sulyman-t-shirt,Suleyman,Suleyman,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,/shirts/natural-white.png,,,,,,Block after Info Column,,,,,,,,,,,,,admire_sticker=/artworks/sulyman-t-shirt.png,0,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,1,0,0,0,1,,,,"/shirts/natural-white.png,/artworks/sulyman-t-shirt.png",",",/artworks/sulyman-t-shirt.png,,,,,,"sku=sulyman-t-shirt-Men-Natural White-S,admire_color=Natural White,admire_gender=Men,admire_size=S|sku=sulyman-t-shirt-Men-Natural White-M,admire_color=Natural White,admire_gender=Men,admire_size=M|sku=sulyman-t-shirt-Men-Natural White-L,admire_color=Natural White,admire_gender=Men,admire_size=L|sku=sulyman-t-shirt-Men-Natural White-XL,admire_color=Natural White,admire_gender=Men,admire_size=XL|sku=sulyman-t-shirt-Men-Natural White-XXL,admire_color=Natural White,admire_gender=Men,admire_size=XXL|sku=sulyman-t-shirt-Men-Natural White-XXXL,admire_color=Natural White,admire_gender=Men,admire_size=XXXL|sku=sulyman-t-shirt-Men-Sage-S,admire_color=Sage,admire_gender=Men,admire_size=S|sku=sulyman-t-shirt-Men-Sage-M,admire_color=Sage,admire_gender=Men,admire_size=M|sku=sulyman-t-shirt-Men-Sage-L,admire_color=Sage,admire_gender=Men,admire_size=L|sku=sulyman-t-shirt-Men-Sage-XL,admire_color=Sage,admire_gender=Men,admire_size=XL|sku=sulyman-t-shirt-Men-Sage-XXL,admire_color=Sage,admire_gender=Men,admire_size=XXL|sku=sulyman-t-shirt-Men-Sage-XXXL,admire_color=Sage,admire_gender=Men,admire_size=XXXL|sku=sulyman-t-shirt-Men-Blue-S,admire_color=Blue,admire_gender=Men,admire_size=S|sku=sulyman-t-shirt-Men-Blue-M,admire_color=Blue,admire_gender=Men,admire_size=M|sku=sulyman-t-shirt-Men-Blue-L,admire_color=Blue,admire_gender=Men,admire_size=L|sku=sulyman-t-shirt-Men-Blue-XL,admire_color=Blue,admire_gender=Men,admire_size=XL|sku=sulyman-t-shirt-Men-Blue-XXL,admire_color=Blue,admire_gender=Men,admire_size=XXL|sku=sulyman-t-shirt-Men-Blue-XXXL,admire_color=Blue,admire_gender=Men,admire_size=XXXL|sku=sulyman-t-shirt-Men-Dapple Grey-S,admire_color=Dapple Grey,admire_gender=Men,admire_size=S|sku=sulyman-t-shirt-Men-Dapple Grey-M,admire_color=Dapple Grey,admire_gender=Men,admire_size=M|sku=sulyman-t-shirt-Men-Dapple Grey-L,admire_color=Dapple Grey,admire_gender=Men,admire_size=L|sku=sulyman-t-shirt-Men-Dapple Grey-XL,admire_color=Dapple Grey,admire_gender=Men,admire_size=XL|sku=sulyman-t-shirt-Men-Dapple Grey-XXL,admire_color=Dapple Grey,admire_gender=Men,admire_size=XXL|sku=sulyman-t-shirt-Men-Dapple Grey-XXXL,admire_color=Dapple Grey,admire_gender=Men,admire_size=XXXL|sku=sulyman-t-shirt-Men-Peach-S,admire_color=Peach,admire_gender=Men,admire_size=S|sku=sulyman-t-shirt-Men-Peach-M,admire_color=Peach,admire_gender=Men,admire_size=M|sku=sulyman-t-shirt-Men-Peach-L,admire_color=Peach,admire_gender=Men,admire_size=L|sku=sulyman-t-shirt-Men-Peach-XL,admire_color=Peach,admire_gender=Men,admire_size=XL|sku=sulyman-t-shirt-Men-Peach-XXL,admire_color=Peach,admire_gender=Men,admire_size=XXL|sku=sulyman-t-shirt-Men-Peach-XXXL,admire_color=Peach,admire_gender=Men,admire_size=XXXL|sku=sulyman-t-shirt-Women-Natural White-XS,admire_color=Natural White,admire_gender=Women,admire_size=XS|sku=sulyman-t-shirt-Women-Natural White-S,admire_color=Natural White,admire_gender=Women,admire_size=S|sku=sulyman-t-shirt-Women-Natural White-M,admire_color=Natural White,admire_gender=Women,admire_size=M|sku=sulyman-t-shirt-Women-Natural White-L,admire_color=Natural White,admire_gender=Women,admire_size=L|sku=sulyman-t-shirt-Women-Natural White-XL,admire_color=Natural White,admire_gender=Women,admire_size=XL|sku=sulyman-t-shirt-Women-Natural White-XXL,admire_color=Natural White,admire_gender=Women,admire_size=XXL|sku=sulyman-t-shirt-Women-Sage-XS,admire_color=Sage,admire_gender=Women,admire_size=XS|sku=sulyman-t-shirt-Women-Sage-S,admire_color=Sage,admire_gender=Women,admire_size=S|sku=sulyman-t-shirt-Women-Sage-M,admire_color=Sage,admire_gender=Women,admire_size=M|sku=sulyman-t-shirt-Women-Sage-L,admire_color=Sage,admire_gender=Women,admire_size=L|sku=sulyman-t-shirt-Women-Sage-XL,admire_color=Sage,admire_gender=Women,admire_size=XL|sku=sulyman-t-shirt-Women-Sage-XXL,admire_color=Sage,admire_gender=Women,admire_size=XXL|sku=sulyman-t-shirt-Women-Blue-XS,admire_color=Blue,admire_gender=Women,admire_size=XS|sku=sulyman-t-shirt-Women-Blue-S,admire_color=Blue,admire_gender=Women,admire_size=S|sku=sulyman-t-shirt-Women-Blue-M,admire_color=Blue,admire_gender=Women,admire_size=M|sku=sulyman-t-shirt-Women-Blue-L,admire_color=Blue,admire_gender=Women,admire_size=L|sku=sulyman-t-shirt-Women-Blue-XL,admire_color=Blue,admire_gender=Women,admire_size=XL|sku=sulyman-t-shirt-Women-Blue-XXL,admire_color=Blue,admire_gender=Women,admire_size=XXL|sku=sulyman-t-shirt-Women-Dapple Grey-XS,admire_color=Dapple Grey,admire_gender=Women,admire_size=XS|sku=sulyman-t-shirt-Women-Dapple Grey-S,admire_color=Dapple Grey,admire_gender=Women,admire_size=S|sku=sulyman-t-shirt-Women-Dapple Grey-M,admire_color=Dapple Grey,admire_gender=Women,admire_size=M|sku=sulyman-t-shirt-Women-Dapple Grey-L,admire_color=Dapple Grey,admire_gender=Women,admire_size=L|sku=sulyman-t-shirt-Women-Dapple Grey-XL,admire_color=Dapple Grey,admire_gender=Women,admire_size=XL|sku=sulyman-t-shirt-Women-Dapple Grey-XXL,admire_color=Dapple Grey,admire_gender=Women,admire_size=XXL|sku=sulyman-t-shirt-Women-Peach-XS,admire_color=Peach,admire_gender=Women,admire_size=XS|sku=sulyman-t-shirt-Women-Peach-S,admire_color=Peach,admire_gender=Women,admire_size=S|sku=sulyman-t-shirt-Women-Peach-M,admire_color=Peach,admire_gender=Women,admire_size=M|sku=sulyman-t-shirt-Women-Peach-L,admire_color=Peach,admire_gender=Women,admire_size=L|sku=sulyman-t-shirt-Women-Peach-XL,admire_color=Peach,admire_gender=Women,admire_size=XL|sku=sulyman-t-shirt-Women-Peach-XXL,admire_color=Peach,admire_gender=Women,admire_size=XXL|sku=sulyman-t-shirt-Children-Natural White-3-4,admire_color=Natural White,admire_gender=Children,admire_size=3-4|sku=sulyman-t-shirt-Children-Natural White-5-6,admire_color=Natural White,admire_gender=Children,admire_size=5-6|sku=sulyman-t-shirt-Children-Natural White-7-8,admire_color=Natural White,admire_gender=Children,admire_size=7-8|sku=sulyman-t-shirt-Children-Natural White-9-10,admire_color=Natural White,admire_gender=Children,admire_size=9-10|sku=sulyman-t-shirt-Children-Natural White-11-12,admire_color=Natural White,admire_gender=Children,admire_size=11-12|sku=sulyman-t-shirt-Children-Dapple Grey-3-4,admire_color=Dapple Grey,admire_gender=Children,admire_size=3-4|sku=sulyman-t-shirt-Children-Dapple Grey-5-6,admire_color=Dapple Grey,admire_gender=Children,admire_size=5-6|sku=sulyman-t-shirt-Children-Dapple Grey-7-8,admire_color=Dapple Grey,admire_gender=Children,admire_size=7-8|sku=sulyman-t-shirt-Children-Dapple Grey-9-10,admire_color=Dapple Grey,admire_gender=Children,admire_size=9-10|sku=sulyman-t-shirt-Children-Dapple Grey-11-12,admire_color=Dapple Grey,admire_gender=Children,admire_size=11-12","admire_gender=Gender,admire_color=Color,admire_size=Size",
